message,concepts
"(3, 3, 3, 0)","[((9, 9, 7), (1, 1, 1)), ((9, 4, 3), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((9, 9, 7), (1, 1, 1)), ((0, 9, 14), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((9, 9, 1), (1, 1, 1)), ((0, 9, 7), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((0, 9, 13), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((0, 4, 13), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((9, 4, 3), (1, 1, 1)), ((9, 4, 13), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((9, 9, 1), (1, 1, 1)), ((0, 9, 13), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((0, 4, 13), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((9, 4, 13), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((9, 4, 3), (1, 1, 1)), ((9, 9, 7), (1, 1, 1)), ((9, 9, 1), (1, 1, 1)), ((9, 4, 13), (1, 1, 1)), ((0, 9, 7), (1, 1, 1)), ((0, 9, 14), (1, 1, 1)), ((0, 9, 13), (1, 1, 1)), ((0, 4, 13), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((9, 9, 7), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((9, 9, 7), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((0, 9, 14), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((0, 9, 7), (1, 1, 1)), ((0, 4, 13), (1, 1, 1)), ((9, 4, 13), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((0, 9, 13), (1, 1, 1)), ((0, 9, 13), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((0, 4, 13), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((0, 9, 13), (1, 1, 1)), ((9, 4, 3), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((9, 9, 1), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((0, 4, 3), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((9, 9, 14), (1, 1, 1)), ((0, 9, 7), (1, 1, 1)), ((0, 4, 7), (1, 1, 1)), ((9, 9, 1), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((9, 9, 1), (1, 1, 1)), ((0, 9, 13), (1, 1, 1)), ((0, 4, 13), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((0, 9, 7), (1, 1, 1)), ((9, 9, 7), (1, 1, 1)), ((0, 9, 7), (1, 1, 1)), ((9, 9, 1), (1, 1, 1)), ((0, 9, 3), (1, 1, 1)), ((9, 4, 3), (1, 1, 1)), ((9, 4, 14), (1, 1, 1)), ((9, 4, 13), (1, 1, 1)), ((0, 9, 13), (1, 1, 1))]"
"(3, 3, 4, 0)","[((14, 9, 3), (1, 1, 1)), ((14, 9, 1), (1, 1, 1)), ((14, 4, 7), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 13), (1, 1, 1)), ((14, 9, 3), (1, 1, 1)), ((14, 4, 3), (1, 1, 1)), ((14, 9, 1), (1, 1, 1)), ((14, 9, 13), (1, 1, 1)), ((14, 4, 1), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 13), (1, 1, 1)), ((14, 4, 7), (1, 1, 1)), ((14, 4, 7), (1, 1, 1)), ((14, 9, 1), (1, 1, 1)), ((14, 4, 7), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 13), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 4, 14), (1, 1, 1)), ((14, 4, 14), (1, 1, 1)), ((14, 9, 7), (1, 1, 1)), ((14, 9, 14), (1, 1, 1)), ((14, 4, 14), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 14), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 14), (1, 1, 1)), ((14, 4, 1), (1, 1, 1)), ((14, 4, 14), (1, 1, 1)), ((14, 9, 13), (1, 1, 1)), ((14, 9, 7), (1, 1, 1)), ((14, 4, 1), (1, 1, 1)), ((14, 4, 3), (1, 1, 1)), ((14, 9, 14), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 13), (1, 1, 1)), ((14, 4, 1), (1, 1, 1)), ((14, 9, 14), (1, 1, 1)), ((14, 9, 7), (1, 1, 1)), ((14, 9, 1), (1, 1, 1)), ((14, 4, 7), (1, 1, 1)), ((14, 4, 7), (1, 1, 1)), ((14, 4, 3), (1, 1, 1)), ((14, 9, 3), (1, 1, 1)), ((14, 4, 7), (1, 1, 1)), ((14, 4, 14), (1, 1, 1)), ((14, 9, 3), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 14), (1, 1, 1)), ((14, 9, 3), (1, 1, 1)), ((14, 4, 3), (1, 1, 1)), ((14, 4, 14), (1, 1, 1)), ((14, 9, 7), (1, 1, 1)), ((14, 9, 3), (1, 1, 1)), ((14, 4, 14), (1, 1, 1)), ((14, 9, 1), (1, 1, 1)), ((14, 9, 1), (1, 1, 1)), ((14, 9, 7), (1, 1, 1)), ((14, 9, 13), (1, 1, 1)), ((14, 4, 1), (1, 1, 1)), ((14, 4, 13), (1, 1, 1)), ((14, 9, 14), (1, 1, 1)), ((14, 9, 7), (1, 1, 1))]"
"(3, 3, 5, 0)","[((0, 9, 14), (1, 1, 1)), ((0, 4, 14), (1, 1, 1)), ((0, 9, 14), (1, 1, 1))]"
"(3, 3, 23, 0)","[((0, 4, 11), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((9, 4, 4), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((0, 9, 9), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((0, 9, 9), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((0, 9, 9), (1, 1, 1)), ((9, 4, 4), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((9, 4, 11), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((0, 9, 9), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((0, 4, 4), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((0, 9, 9), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((9, 9, 4), (1, 1, 1)), ((9, 4, 4), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((0, 9, 4), (1, 1, 1)), ((9, 9, 11), (1, 1, 1)), ((0, 9, 9), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((9, 9, 9), (1, 1, 1)), ((0, 4, 11), (1, 1, 1)), ((0, 4, 9), (1, 1, 1)), ((9, 4, 4), (1, 1, 1))]"
"(3, 3, 36, 0)","[((1, 9, 1), (1, 1, 1))]"
"(3, 3, 44, 0)","[((14, 4, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 9, 9), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 9, 9), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 9, 9), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 9, 9), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 4, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 9, 9), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 9, 9), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 9, 11), (1, 1, 1)), ((14, 4, 4), (1, 1, 1)), ((14, 4, 4), (1, 1, 1))]"
"(3, 4, 4, 0)","[(('?', 9, 1), (0, 1, 1)), (('?', 4, 3), (0, 1, 1)), (('?', 4, 3), (0, 1, 1)), (('?', 9, 13), (0, 1, 1)), (('?', 4, 3), (0, 1, 1)), (('?', 9, 1), (0, 1, 1))]"
"(3, 4, 5, 0)","[(('?', 9, 13), (0, 1, 1))]"
"(3, 4, 44, 0)","[(('?', 9, 9), (0, 1, 1)), (('?', 9, 9), (0, 1, 1)), (('?', 4, 9), (0, 1, 1)), (('?', 4, 11), (0, 1, 1)), (('?', 4, 11), (0, 1, 1)), (('?', 4, 9), (0, 1, 1)), (('?', 4, 4), (0, 1, 1)), (('?', 9, 9), (0, 1, 1)), (('?', 4, 9), (0, 1, 1)), (('?', 9, 9), (0, 1, 1)), (('?', 9, 9), (0, 1, 1))]"
"(3, 5, 2, 0)","[((9, '?', 7), (1, 0, 1))]"
"(3, 5, 5, 0)","[((9, '?', 1), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((14, '?', 3), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((0, '?', 1), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((9, '?', 7), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((9, '?', 7), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((14, '?', 13), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((14, '?', 13), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((9, '?', 7), (1, 0, 1)), ((0, '?', 1), (1, 0, 1)), ((9, '?', 1), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((14, '?', 3), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((9, '?', 1), (1, 0, 1)), ((0, '?', 1), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((14, '?', 3), (1, 0, 1)), ((0, '?', 1), (1, 0, 1)), ((0, '?', 1), (1, 0, 1)), ((14, '?', 13), (1, 0, 1)), ((9, '?', 7), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((14, '?', 13), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((9, '?', 1), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((14, '?', 3), (1, 0, 1)), ((0, '?', 1), (1, 0, 1)), ((0, '?', 13), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((14, '?', 13), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((9, '?', 7), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((14, '?', 3), (1, 0, 1)), ((0, '?', 1), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((14, '?', 3), (1, 0, 1)), ((9, '?', 1), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((9, '?', 1), (1, 0, 1)), ((9, '?', 7), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((0, '?', 7), (1, 0, 1)), ((9, '?', 13), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((9, '?', 7), (1, 0, 1)), ((9, '?', 3), (1, 0, 1)), ((0, '?', 3), (1, 0, 1)), ((9, '?', 1), (1, 0, 1))]"
"(3, 5, 22, 0)","[((14, 2, 14), (1, 1, 1)), ((14, 2, 14), (1, 1, 1)), ((14, 14, 1), (1, 1, 1)), ((14, 14, 1), (1, 1, 1)), ((14, 2, 13), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 2, 14), (1, 1, 1)), ((14, 14, 3), (1, 1, 1)), ((14, 14, 1), (1, 1, 1)), ((14, 14, 3), (1, 1, 1)), ((14, 14, 1), (1, 1, 1)), ((14, 2, 7), (1, 1, 1)), ((14, 2, 7), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 14, 3), (1, 1, 1)), ((14, 2, 1), (1, 1, 1)), ((14, 2, 7), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 2, 14), (1, 1, 1)), ((14, 2, 1), (1, 1, 1)), ((14, 2, 7), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 2, 7), (1, 1, 1)), ((14, 2, 1), (1, 1, 1)), ((14, 2, 1), (1, 1, 1)), ((14, 14, 1), (1, 1, 1)), ((14, 2, 13), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 2, 13), (1, 1, 1)), ((14, 2, 14), (1, 1, 1)), ((14, 2, 14), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 2, 13), (1, 1, 1)), ((14, 14, 3), (1, 1, 1)), ((14, 2, 1), (1, 1, 1)), ((14, 2, 14), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 2, 14), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 2, 1), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 2, 13), (1, 1, 1)), ((14, 2, 13), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 2, 13), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 2, 7), (1, 1, 1)), ((14, 14, 3), (1, 1, 1)), ((14, 14, 3), (1, 1, 1)), ((14, 14, 13), (1, 1, 1)), ((14, 14, 7), (1, 1, 1)), ((14, 14, 1), (1, 1, 1)), ((14, 2, 7), (1, 1, 1))]"
"(3, 5, 38, 0)","[((14, 14, 3), (1, 1, 1)), ((14, 0, 1), (1, 1, 1))]"
"(3, 5, 44, 0)","[((14, '?', 4), (1, 0, 1)), ((14, '?', 11), (1, 0, 1)), ((14, '?', 11), (1, 0, 1)), ((9, '?', 4), (1, 0, 1)), ((9, '?', 11), (1, 0, 1)), ((14, '?', 4), (1, 0, 1)), ((9, '?', 11), (1, 0, 1)), ((14, '?', 4), (1, 0, 1)), ((14, '?', 4), (1, 0, 1)), ((9, '?', 4), (1, 0, 1)), ((14, '?', 11), (1, 0, 1)), ((14, 5, 9), (1, 1, 1)), ((14, '?', 4), (1, 0, 1)), ((14, '?', 4), (1, 0, 1)), ((14, '?', 11), (1, 0, 1)), ((14, '?', 4), (1, 0, 1)), ((14, '?', 4), (1, 0, 1))]"
"(3, 5, 45, 0)","[((14, 0, 7), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 0, 7), (1, 1, 1)), ((14, 0, 1), (1, 1, 1)), ((14, 15, 3), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 15, 3), (1, 1, 1)), ((14, 0, 3), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 0, 13), (1, 1, 1)), ((14, 0, 1), (1, 1, 1)), ((14, 0, 7), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 0, 7), (1, 1, 1)), ((14, 15, 3), (1, 1, 1)), ((14, 2, 7), (1, 1, 1)), ((14, 0, 3), (1, 1, 1)), ((14, 0, 7), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 15, 3), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 0, 7), (1, 1, 1)), ((14, 0, 3), (1, 1, 1)), ((14, 15, 3), (1, 1, 1)), ((14, 0, 7), (1, 1, 1)), ((14, 0, 1), (1, 1, 1)), ((14, 0, 13), (1, 1, 1)), ((14, 0, 1), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 0, 13), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 15, 3), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 0, 3), (1, 1, 1)), ((14, 0, 3), (1, 1, 1)), ((14, 0, 1), (1, 1, 1)), ((14, 0, 13), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 0, 13), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 0, 13), (1, 1, 1)), ((14, 0, 13), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 0, 1), (1, 1, 1)), ((14, 15, 7), (1, 1, 1)), ((14, 0, 7), (1, 1, 1)), ((14, 15, 3), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 15, 1), (1, 1, 1)), ((14, 0, 13), (1, 1, 1))]"
"(3, 23, 19, 0)","[((10, 9, 9), (1, 1, 1)), ((11, 4, 11), (1, 1, 1)), ((11, 4, 9), (1, 1, 1)), ((11, 4, 9), (1, 1, 1)), ((11, 4, 9), (1, 1, 1)), ((11, 4, 9), (1, 1, 1)), ((12, 9, 11), (1, 1, 1)), ((11, 4, 9), (1, 1, 1)), ((12, 9, 11), (1, 1, 1))]"
"(3, 23, 23, 0)","[((1, 9, 9), (1, 1, 1)), ((7, 4, 4), (1, 1, 1)), ((7, 9, 9), (1, 1, 1)), ((1, 4, 11), (1, 1, 1)), ((1, 4, 4), (1, 1, 1)), ((7, 9, 9), (1, 1, 1)), ((7, 9, 4), (1, 1, 1)), ((1, 4, 4), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((1, 4, 4), (1, 1, 1)), ((1, 9, 9), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((1, 9, 9), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((7, '?', 4), (1, 0, 1)), ((7, 4, 4), (1, 1, 1)), ((1, 4, 9), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((1, 4, 4), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((1, 4, 11), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((7, 9, 4), (1, 1, 1)), ((1, 9, 9), (1, 1, 1)), ((7, 9, 9), (1, 1, 1)), ((7, 4, 4), (1, 1, 1)), ((1, 9, 9), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((7, 9, 4), (1, 1, 1)), ((7, 9, 4), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((1, 4, 11), (1, 1, 1)), ((7, 9, 4), (1, 1, 1)), ((7, '?', 4), (1, 0, 1)), ((7, 9, 9), (1, 1, 1)), ((7, 9, 4), (1, 1, 1)), ((1, 9, 9), (1, 1, 1)), ((1, 4, 9), (1, 1, 1)), ((7, 4, 4), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((1, 4, 11), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((7, 9, 9), (1, 1, 1)), ((1, 4, 4), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((1, 4, 4), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((7, 4, 4), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((1, 4, 9), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((7, 9, 9), (1, 1, 1)), ((7, 9, 9), (1, 1, 1)), ((1, 4, 9), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((1, 4, 9), (1, 1, 1)), ((7, 4, 4), (1, 1, 1)), ((1, 4, 4), (1, 1, 1)), ((1, 9, 4), (1, 1, 1)), ((7, 4, 4), (1, 1, 1)), ((1, 4, 11), (1, 1, 1)), ((1, 9, 9), (1, 1, 1)), ((1, 4, 9), (1, 1, 1)), ((1, 4, 11), (1, 1, 1)), ((1, 4, 9), (1, 1, 1)), ((7, 4, 4), (1, 1, 1)), ((1, 4, 11), (1, 1, 1)), ((7, 4, 11), (1, 1, 1)), ((7, 9, 9), (1, 1, 1)), ((1, 9, 11), (1, 1, 1)), ((1, 4, 11), (1, 1, 1))]"
"(3, 23, 44, 0)","[((14, 12, 4), (1, 1, 1)), ((14, 12, 9), (1, 1, 1)), ((14, 12, 9), (1, 1, 1)), ((14, 12, 9), (1, 1, 1)), ((14, 12, 4), (1, 1, 1)), ((14, 12, 4), (1, 1, 1)), ((14, 12, 4), (1, 1, 1)), ((14, 12, 4), (1, 1, 1)), ((14, 12, 4), (1, 1, 1)), ((14, 12, 9), (1, 1, 1)), ((14, 12, 9), (1, 1, 1)), ((14, 12, 9), (1, 1, 1)), ((14, 12, 9), (1, 1, 1)), ((14, 12, 4), (1, 1, 1))]"
"(3, 23, 45, 0)","[((9, '?', 9), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((9, '?', 9), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((0, '?', 11), (1, 0, 1)), ((0, '?', 11), (1, 0, 1)), ((0, '?', 4), (1, 0, 1)), ((9, '?', 9), (1, 0, 1)), ((0, '?', 11), (1, 0, 1)), ((9, '?', 4), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((9, '?', 9), (1, 0, 1)), ((9, '?', 4), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((9, '?', 4), (1, 0, 1)), ((9, '?', 11), (1, 0, 1)), ((9, '?', 9), (1, 0, 1)), ((0, '?', 4), (1, 0, 1)), ((9, '?', 4), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((0, '?', 4), (1, 0, 1)), ((0, '?', 4), (1, 0, 1)), ((0, '?', 4), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((9, '?', 4), (1, 0, 1)), ((0, '?', 9), (1, 0, 1)), ((9, '?', 4), (1, 0, 1))]"
"(3, 30, 2, 0)","[((7, 4, 1), (1, 1, 1)), ((1, 9, 13), (1, 1, 1)), ((7, 9, 7), (1, 1, 1)), ((7, 9, 1), (1, 1, 1)), ((7, 9, 1), (1, 1, 1))]"
"(3, 30, 30, 0)","[((7, 4, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((7, 9, 3), (1, 1, 1)), ((7, 9, 3), (1, 1, 1)), ((7, 9, 3), (1, 1, 1)), ((7, 9, 3), (1, 1, 1)), ((1, 4, 3), (1, 1, 1)), ((7, 9, 3), (1, 1, 1)), ((7, 4, 3), (1, 1, 1)), ((1, 4, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((7, 4, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((7, 4, 3), (1, 1, 1)), ((7, 4, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((1, 4, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((7, 4, 3), (1, 1, 1)), ((1, 4, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((7, 4, 3), (1, 1, 1)), ((7, 9, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1)), ((1, 4, 3), (1, 1, 1)), ((7, 4, 3), (1, 1, 1)), ((7, 9, 3), (1, 1, 1)), ((1, 9, 3), (1, 1, 1))]"
